Gene1	Gene2	Score
YHL031C	YER152W-A	0.056042
YKL086W	YLR122C	0.056027
YGR228W	YPL276W	0.056022
YGL053W	YHR138C	0.056012
YLR057W	YHL026C	0.056003
YDR303C	YJL022W	0.055953
YJR021C	YMR316C-A	0.055953
YBL054W	YHL026C	0.055938
YMR145C	YMR101C	0.055937
YDL097C	YHR043C	0.055905
YHL036W	YBR051W	0.055901
YGL256W	YGL117W	0.055901
YER145C	YBL053W	0.055894
YJL105W	YJL016W	0.055883
YBL046W	YPL249C	0.055881
YIL107C	YHR214W	0.055877
YLR399C	YGL229C	0.055876
YDR262W	YBR085C-A	0.055872
YKL028W	YBR289W	0.055861
YDR183C-A	YLR149C-A	0.055851
tK(CUU)M	YBR072C-A	0.055842
YAL035W	YLR198C	0.055833
YOL114C	snR161	0.055831
YLR370C	YMR122W-A	0.055825
YCR044C	YGR062C	0.055813
YML116W	YMR007W	0.055805
YMR315W-A	YOL037C	0.055803
YJR111C	YKL218C	0.055803
YMR246W	YDR274C	0.055801
YDR345C	YDL025C	0.055794
YBR126W-B	YCL042W	0.055783
YOR328W	YDR264C	0.055776
YKR095W	YCR033W	0.055776
YMR001C-A	YER111C	0.055774
YDR040C	YCL025C	0.055769
YLL028W	YML017W	0.05576
YDL097C	YGR074W	0.055758
YFR014C	YJL164C	0.055738
YHL025W	YGL025C	0.055737
tG(GCC)O2	YDR024W	0.055735
YGL262W	YDL247W	0.055716
YHR139C-A	tQ(UUG)C	0.055713
YIL142C-A	YOR053W	0.055685
YIL030C	YKL184W	0.055667
YJL135W	tL(UAA)B1	0.055666
YLR154C	snR87	0.055662
YMR174C	YDR034W-B	0.055659
YOL016C	YMR316W	0.055644
YFR007W	YNL320W	0.055627
YLR284C	YAR033W	0.055627
YDL175C	YOL075C	0.055627
YNR031C	YIL126W	0.055616
YLR111W	YBR103C-A	0.055595
YLL050C	YPL154C	0.055566
YBL023C	YOL124C	0.055565
YEL037C	YFL037W	0.055552
YMR189W	YCL018W	0.055551
YMR022W	YBR089C-A	0.05555
YLR134W	YMR189W	0.055537
YPL220W	YJL190C	0.055531
YLR186W	YJL122W	0.055518
YLR287C-A	YML026C	0.055516
YNL076W	YIL102C-A	0.0555
YHL046W-A	YMR319C	0.055485
YDR261C-D	tS(AGA)J	0.05548
YPL208W	YBR233W-A	0.055467
YCL025C	YKL043W	0.055462
YMR246W	YGL144C	0.055459
YGL147C	YKR094C	0.055456
YHR051W	YMR145C	0.055442
YKR106W	YJL102W	0.055432
YOR035C	YDL234C	0.055424
YDL084W	YGL194C	0.05542
YNR058W	YJR154W	0.055412
YGL054C	YBR014C	0.055409
YBL108C-A	YJR158W	0.055409
YOL077W-A	YMR101C	0.055409
YPR014C	YBL044W	0.055401
YJL035C	YHL020C	0.055388
YGR065C	YNR056C	0.05538
YIL082W	YDR522C	0.055373
YHR063C	YCL021W-A	0.055357
YJR142W	YDR483W	0.055341
YDR096W	YBR132C	0.05532
YOL106W	tI(UAU)L	0.055291
YMR049C	YGL120C	0.055286
YPL088W	YKR061W	0.055264
YLR307C-A	YGL009C	0.055228
YGL182C	tA(UGC)L	0.055212
YOR102W	YBR174C	0.055202
YDR435C	YPL149W	0.055186
YMR306W	YGL262W	0.055167
YBL001C	YBR096W	0.055165
YGL078C	YER190W	0.055163
YCR091W	YDR096W	0.055159
YOL017W	YBL035C	0.055154
YGL105W	YGR285C	0.055146
YNL071W	YJL167W	0.055139
YJL113W	YPL060C-A	0.055129
YMR260C	YLR406C	0.055118
YGR225W	YOR008C-A	0.055109
YPL146C	YGL031C	0.055106
YNR011C	YOR029W	0.055101
YKL124W	YFL054C	0.055096
YOR134W	snR70	0.055095
YGL194C-A	tT(AGU)J	0.055091
YBR008C	YPR126C	0.055084
YOR318C	YBL044W	0.055076
YMR093W	YJL069C	0.055075
YGL041C-B	tS(AGA)E	0.055068
YKL143W	YLR015W	0.055064
YJL082W	YKR098C	0.05506
YFL017W-A	YLR358C	0.055055
YJL063C	YER027C	0.055049
YGL156W	YBR085C-A	0.055034
YPL135W	YOR153W	0.055012
YBL097W	YLR287C-A	0.055012
YGR214W	YML085C	0.055009
YPR145C-A	tA(AGC)G	0.054999
YDR406W	YOR227W	0.054994
YOR209C	YKL127W	0.054989
YKL030W	YDR170W-A	0.054954
YDL243C	YBL106C	0.054949
YML027W	YPL267W	0.054934
YLR421C	YER048W-A	0.054909
YOR098C	YMR148W	0.054907
YIR036W-A	tT(AGU)I2	0.054904
YKL165C	YER189W	0.054899
YOR161C	YMR206W	0.054892
YGL103W	YIL177C	0.054878
YHR083W	YBR067C	0.054875
YLL052C	YER096W	0.054869
YHR091C	YKL116C	0.054868
YDR404C	YDR185C	0.054868
YMR292W	YDR413C	0.054861
YKL151C	YHR139C	0.054861
YLR256W	YCL001W-B	0.054859
YGR279C	YEL075W-A	0.054857
YOR316C	tG(GCC)D2	0.054854
YGR072W	YMR175W-A	0.054833
YMR180C	YKR104W	0.054827
YFL018C	YLR335W	0.054825
tP(UGG)N2	tG(GCC)E	0.054817
YFR028C	YBL009W	0.054814
YLR279W	YNL210W	0.054807
YOR015W	YKL136W	0.054804
YLR049C	YKR004C	0.05478
YNL054W-B	YHR182C-A	0.054772
YHL036W	YBR050C	0.054766
YMR015C	YOR338W	0.054762
YPR033C	YAL036C	0.054761
YJR149W	YKL106W	0.054758
YER165C-A	YHL049C	0.054745
YLL044W	YPR142C	0.05474
YDR341C	YNR015W	0.054736
YAL061W	YNL093W	0.054731
YOR327C	YJL199C	0.054725
YNR064C	YDR262W	0.054724
YMR182C	YGL254W	0.054716
tV(AAC)G3	tI(AAU)P2	0.054712
YJL097W	YPL218W	0.054711
YPL263C	YER082C	0.054706
YPL258C	tD(GUC)G2	0.054704
YAL042W	YGL012W	0.054698
YIL049W	YBR122C	0.05469
YGR213C	YMR051C	0.054685
YER076W-A	YCR102W-A	0.054679
YKL094W	YDL057W	0.054661
snR34	tT(UGU)G1	0.054659
YPR157W	YPR156C	0.054641
YBL074C	YDR193W	0.054636
YIR042C	YIR043C	0.054617
YBR211C	YLR359W	0.054609
YBR076C-A	YBL096C	0.0546
YGL142C	YGL229C	0.054593
YGR131W	YNL208W	0.054589
YOL078W	YPR122W	0.054561
YML058W-A	YFR018C	0.054547
YDR350C	YBR182C	0.054539
YLR089C	YOL118C	0.054537
YJL115W	YLL047W	0.054528
YMR081C	YBR132C	0.054518
YBR147W	YNL034W	0.054509
YDR530C	YNL092W	0.054496
YFR015C	YGR290W	0.054495
YEL047C	YNL116W	0.054477
YOL118C	YHR029C	0.054471
YOR178C	YHR092C	0.054448
YDR440W	YER140W	0.054442
YDR379C-A	YMR251W-A	0.054429
YMR262W	YJL163C	0.054419
YGR274C	YCR033W	0.054406
YDR309C	YPL068C	0.054404
YGR110W	YOL105C	0.054379
YKL095W	YNL293W	0.054379
YPR195C	YDL163W	0.054348
YGR289C	YBR298C	0.054326
YLR058C	YMR300C	0.054325
YDR433W	YDR281C	0.054319
YNL030W	YLR349W	0.054318
YPL238C	YML133C	0.054317
YKL205W	YIL090W	0.054303
YKL065W-A	YCR022C	0.054297
YKR003W	YLR092W	0.054288
YDL041W	tD(GUC)J4	0.054283
YEL065W	YHL047C	0.054282
YNL132W	YDR324C	0.054281
YGR249W	YMR081C	0.054278
YMR307W	YNL121C	0.054268
YBL029W	YLR411W	0.054259
YDL008W	YJL151C	0.054244
YGR151C	tA(AGC)D	0.054221
YDR077W	YNL160W	0.05422
YDL014W	YML018C	0.054203
YOR293C-A	tN(GUU)G	0.054195
snR85	YDL227C	0.05419
YNL299W	YOR287C	0.054184
YJL108C	YNR072W	0.054169
YGR195W	YJL134W	0.054162
tV(UAC)D	tQ(UUG)D3	0.054154
YPR194C	YPR123C	0.054143
YKR035C	YPR170C	0.05414
YGR146C-A	tK(UUU)K	0.054134
YGR122W	YDR366C	0.054129
YNL065W	YJL194W	0.054126
tK(CUU)F	tD(GUC)J2	0.054116
YOR008W-B	YPL201C	0.054101
YOR157C	YKL018C-A	0.054088
YKR039W	YLR438W	0.054085
YKL175W	YMR319C	0.054083
YPR124W	YGL055W	0.054067
YDL037C	YER084W	0.054052
YNL284C-A	YML039W	0.054011
SCR1	snR190	0.05399
YPL002C	YIL067C	0.053983
YDL179W	YNL211C	0.053977
YPL172C	YOR079C	0.053971
YJL045W	YEL069C	0.053954
YDR048C	snR84	0.053927
YNL058C	YHR152W	0.053924
YOR102W	YMR159C	0.053924
YER188W	YOL155W-A	0.053901
YKL060C	YPR080W	0.053899
YLR379W	YOR325W	0.053894
YLR179C	YCL009C	0.053877
YBR256C	YNR068C	0.053865
YGL258W	YMR096W	0.053865
YDR492W	YDR491C	0.053853
YHR072W-A	YPR172W	0.053847
YGL023C	YMR166C	0.053839
YER079C-A	YPR177C	0.053825
YOR382W	YLR136C	0.053824
YLL047W	YLL066W-B	0.053822
tG(GCC)D2	tW(CCA)P	0.053817
YER040W	YHR094C	0.053811
YDR201W	YIL142C-A	0.053799
YIL094C	YDL131W	0.053797
YDR014W	YPR164W	0.053769
YJR115W	YLR124W	0.053766
YIR036W-A	YBR264C	0.053736
YDR269C	YMR230W-A	0.053722
YDR298C	YBL045C	0.05372
YLR461W	tK(CUU)I	0.053714
YCL033C	YJL151C	0.053707
YLR136C	YOL158C	0.053699
YDR083W	YOL077C	0.05369
YJL089W	YLR334C	0.05369
YOR008C-A	YNL142W	0.053687
YPL125W	YNL045W	0.053683
YBR177C	YKL193C	0.053679
YGL251C	YBR201C-A	0.053676
YNL024C	tN(GUU)K	0.053669
YML009W-B	YLR463C	0.053668
YOR338W	YMR322C	0.053663
YBR023C	YJR077C	0.053656
YIR032C	tD(GUC)N	0.053655
YAL013W	YJR113C	0.053651
YBR239C	YMR308C	0.053634
YBL097W	RUF23	0.053625
YGL059W	tE(UUC)G2	0.053623
YKR073C	YGL033W	0.053623
YER070W	YER127W	0.053622
YCL005W	YIL023C	0.053611
YKR024C	YHR196W	0.053608
YGR084C	YDR237W	0.053606
YNL172W	YLR466W	0.053605
YHR046C	YHR095W	0.053602
YGR254W	tD(GUC)J3	0.053587
YJR111C	tW(CCA)M	0.053575
YGR293C	tT(UGU)G2	0.053573
YBL070C	YIL029W-A	0.053572
YJR010W	YDR365W-B	0.053571
YOL032W	YDR204W	0.053548
YHR015W	YKL161C	0.053536
YMR146C	YLL022C	0.05353
YOR128C	YBL003C	0.053527
YFR018C	YGR203W	0.05351
YHL030W-A	YJL064W	0.053497
YDR396W	YDL010W	0.053495
YJR151C	YOR010C	0.053468
YER184C	YCR007C	0.053463
YBL030C	YBL099W	0.053456
YBR043C	YPL177C	0.053451
YNL197C	YPL255W	0.05344
YPL061W	YLR346C	0.053397
YEL033W	YJL032W	0.053397
YDL016C	YGR038C-B	0.053397
YLR275W	YKL106C-A	0.053384
YPR036W-A	tW(CCA)P	0.053382
YHL033C	YER118C	0.053374
YDR274C	YMR246W	0.053372
YLR328W	YJL094C	0.053363
YJR116W	YFL010C	0.053358
YOR019W	YMR084W	0.053351
YOR146W	YKL083W	0.053349
YGL096W	YGL081W	0.053342
YNL138W-A	YML116W-A	0.05334
YBL077W	YHR063W-A	0.053336
YPL242C	YKL161C	0.05333
YDL231C	YIL031W	0.05333
YPL081W	YLR343W	0.053323
YJR015W	YMR298W	0.053307
snR30	YDR149C	0.053283
YDR524C-B	YPR182W	0.053279
YGL249W	YAR029W	0.053277
YOL110W	YDR058C	0.053272
YJR125C	YPR100W	0.053269
YKR033C	YDR365W-B	0.053268
YIR042C	YKR106W	0.053256
YDR447C	YGL031C	0.053247
YNR067C	YMR182W-A	0.053219
YDL050C	YFL010W-A	0.053209
YBL103C	YPL161C	0.053204
YGR144W	tP(AGG)C	0.053203
YGL194C-A	YOL166C	0.053202
YFR020W	YHR116W	0.053201
tC(GCA)P2	YML047W-A	0.05319
YBR077C	YBR076C-A	0.053182
YJL002C	YDR086C	0.053172
YPL088W	YGR146C	0.053171
YDR354W	YER069W	0.053169
YDR135C	YGL140C	0.053169
YBR149W	YLL039C	0.053159
YDR534C	YMR279C	0.053154
YGR175C	YGR201C	0.053145
YER096W	YDL154W	0.053111
YGR051C	YML122C	0.053111
YCL064C	YHR215W	0.053108
YJR106W	YNR047W	0.053099
YKL132C	YGL045W	0.053099
YJL082W	YPL057C	0.053081
YFR035C	YNL322C	0.05308
YBL092W	YLR029C	0.053078
YDR062W	YFL039C	0.05307
YMR093W	YGR081C	0.053033
YPL018W	YBR032W	0.053031
YJL215C	YLL030C	0.053029
YGR241C	YCR010C	0.053028
YAL031C	YGL227W	0.053009
YOR349W	YFR012W	0.053003
YER060W	YOL156W	0.053003
YGL178W	YDL245C	0.052999
YIL068C	YKR002W	0.052993
YKR099W	YLR407W	0.05299
YJR151C	YIL011W	0.052986
YBR101C	YOL032W	0.052981
YIL041W	YOR142W	0.05297
YMR250W	YKL035W	0.052969
YHR010W	YCR031C	0.052955
YJR101W	YJR024C	0.052949
YPR078C	YFL062W	0.052947
YDR328C	YLR110C	0.052946
YFR043C	YPL046C	0.052932
YNL138W	YCR088W	0.052927
YGR182C	snR54	0.052925
YDR263C	YML058W	0.052914
YBR202W	YKL178C	0.052913
YJR041C	YBR182C-A	0.052902
YPL029W	YBL014C	0.052901
YLL057C	YCR107W	0.0529
YGR204W	YGR161C-D	0.052897
YMR059W	YER046W-A	0.052892
YGR131W	tG(GCC)O1	0.052889
YOR247W	YNR044W	0.052872
YLR113W	YAR033W	0.05287
YGL126W	YDR209C	0.052867
YGR280C	YLR068W	0.052838
YNL082W	YLR051C	0.052813
YKL141W	YOR342C	0.05281
YJR111C	YDR384C	0.052803
YEL012W	YMR121C	0.052803
YGR026W	YJR118C	0.052801
YOL077W-A	YEL024W	0.052797
YIL046W	YJL150W	0.052782
tH(GUG)M	YOR375C	0.052775
YOL077W-A	YDR298C	0.052769
tV(AAC)G3	YPL021W	0.052753
YAL038W	tA(AGC)J	0.052753
YHR183W	YAL044C	0.052714
YBR125C	YML012C-A	0.052712
YHR032W	YKL191W	0.052707
YFR010W-A	YBR010W	0.052704
YNL205C	snR87	0.052697
YNL133C	YDR396W	0.05268
YPR015C	YJR119C	0.052678
YLR274W	YBR138C	0.052663
YPR142C	YAR070C	0.052658
YOR178C	YGR290W	0.052633
YLR094C	YGL209W	0.052628
snR75	YML047W-A	0.052616
YAR019W-A	YAL031W-A	0.052605
YGL263W	YGL041C-B	0.052605
YOR102W	YER079C-A	0.052596
YIR039C	YGL258W-A	0.052596
YLL038C	YOR172W	0.052585
YBR039W	YDL004W	0.052578
YML127W	YKR065C	0.052573
YOL151W	YHR139C	0.05257
YLR077W	YNR061C	0.052556
YLR162W	tG(GCC)E	0.052556
YLR422W	YDR081C	0.052553
YMR052C-A	YMR290W-A	0.052528
YDR225W	YDL055C	0.052521
YPR201W	YFL055W	0.05252
YKL060C	YJR009C	0.05252
YDR239C	YBL089W	0.052515
YKR075C	YDR277C	0.052509
YKR047W	YDL009C	0.052508
YBR150C	YLR176C	0.052497
YDR524W-C	YPR016W-A	0.052496
YCL043C	YML028W	0.052493
YOR107W	snR83	0.05248
YGR129W	YKL147C	0.05248
YPR058W	YLR179C	0.052477
YMR151W	YOR008C-A	0.052473
YLL042C	YER038W-A	0.052472
YOR128C	YBR051W	0.05247
YMR093W	YOL010W	0.052469
YMR093W	YBR267W	0.052467
YMR031C	YER026C	0.052463
YDL060W	YJR124C	0.052461
YJL132W	YJL212C	0.05245
YJR150C	YLR042C	0.052447
YLR094C	YOR062C	0.052437
YNR004W	YMR243C	0.052419
YPR170W-B	YNL135C	0.052416
YHR007C-A	YOR235W	0.052414
YOR267C	YGR250C	0.052396
YCR051W	YLR099W-A	0.052377
YER144C	YBR004C	0.052369
YPR198W	YOR230W	0.052365
YBR181C	YER102W	0.052362
YBR188C	YDL094C	0.052352
YOR220W	YGL055W	0.05235
YBR221C	YOR323C	0.052334
YJR036C	YGL184C	0.052324
YOL011W	YER132C	0.052323
YLR312W-A	YBR122C	0.052323
YGR205W	YGL256W	0.05231
YDL182W	YKL030W	0.052305
YLL047W	YPR158W-B	0.052301
YLL028W	YBR064W	0.0523
YIR032C	YPL111W	0.052297
YGL182C	YDR169C-A	0.052296
YLR321C	YDL092W	0.052287
YLR057W	YJL051W	0.052282
YOR197W	YBL093C	0.052281
YEL024W	YAR018C	0.052274
YJR108W	YDR149C	0.052262
YDR421W	YDR069C	0.052239
YBR014C	YGL054C	0.052229
YPL080C	YOR235W	0.052225
YPR190C	YFR012W	0.052201
YNL237W	YGR109W-B	0.052177
YBR230W-A	YIL068W-A	0.052167
YOL122C	YIL173W	0.052157
YJR047C	YLR461W	0.05214
YNL142W	YIR032C	0.052137
YLR367W	YER034W	0.052124
YOR153W	YNL042W-B	0.052118
YAR035W	YHR214C-E	0.052117
YML046W	YOR232W	0.052087
YJL102W	YKL185W	0.052086
YDR380W	YKR033C	0.052079
YGR292W	YHR092C	0.052079
YLR008C	YJL195C	0.052061
YLR054C	YMR040W	0.052061
YJL106W	YML066C	0.052047
YKL155C	YNR069C	0.052041
YLL025W	YBR012W-B	0.052036
YNL014W	YDR043C	0.052028
YDR453C	YGR201C	0.052014
YER143W	YNL097C	0.052014
YGR097W	YGR166W	0.052004
YGL191W	YOR114W	0.051999
YKR049C	YMR251W-A	0.051988
YGR175C	YPL272C	0.051986
YPR026W	YIL107C	0.051985
YPL272C	YGR175C	0.051983
YER074W	YLR167W	0.051982
YGR185C	YDR037W	0.051977
YPR005C	YIL117C	0.051966
YPR160W	YBR299W	0.051964
YAL064W-B	YER060W-A	0.051962
YIL063C	YNL114C	0.051956
YDR214W	YNL281W	0.051951
YBR093C	YAR071W	0.051951
YGR188C	YLR022C	0.051939
YNR065C	YKR061W	0.051938
YPL111W	YIR032C	0.051931
YPL238C	YPR080W	0.051928
YDL192W	YDR382W	0.051921
YBR158W	YML066C	0.051908
YNL274C	YCL047C	0.051908
YHL016C	YKR039W	0.051903
YJR022W	YDR209C	0.0519
YKR013W	YMR105W-A	0.051893
YNL058C	YBR092C	0.051885
YHR213W-B	YAR064W	0.051876
YGR205W	YDR111C	0.051858
YNL109W	YPL038W	0.05185
snR30	tQ(UUG)E2	0.051846
YDL133W	YGL038C	0.051845
YDR453C	YBR072W	0.051842
YBR267W	YMR093W	0.051837
YEL069C	YBR203W	0.051826
snR42	YGL149W	0.051809
YDR173C	YMR134W	0.051795
YJL001W	YIR036W-A	0.051784
YCR107W	YIL107C	0.051783
YOR237W	tG(GCC)O1	0.051778
YDL228C	YBL083C	0.05177
YBR125C	YBR194W	0.051741
YOL085W-A	YOL084W	0.051733
YGR037C	YLR437C	0.051722
YGR064W	YPR050C	0.051713
YPR050C	tT(AGU)I2	0.051712
YGL116W	YLR385C	0.051706
YGR012W	YMR183C	0.051702
YAL020C	YHL025W	0.051701
YER100W	YLR323C	0.051698
YLR356W	YGL087C	0.051696
YKR063C	YBL089W	0.051692
YOR351C	YOL152W	0.05167
YCR028C-A	YHR021C	0.051669
YDR277C	YMR011W	0.05166
YLR216C	tS(UGA)E	0.051652
YDR248C	YPR158W	0.051643
tS(AGA)B	tI(AAU)L2	0.051641
YHR051W	YLL041C	0.051638
YGL214W	tK(UUU)D	0.051632
YHR123W	YJR129C	0.051626
YDR510W	YGL242C	0.051621
YMR007W	YLL066W-B	0.051616
YHR133C	YBR187W	0.051614
YMR173W-A	YOR230W	0.051607
YDR461C-A	YPR170W-B	0.051597
YIR043C	YLR302C	0.051587
YDR019C	YNL284C-A	0.051573
YOL011W	YLR057W	0.051573
YDR198C	YGR221C	0.051566
YFL010C	YOR247W	0.051553
YDL198C	YDR534C	0.051542
YPL030W	YHL041W	0.051541
YER116C	YER134C	0.051536
YAL003W	YJR105W	0.05153
YLR461W	tY(GUA)J1	0.051524
YNL110C	YHR063W-A	0.051522
YHR124W	YNL012W	0.051521
YAL038W	YFR044C	0.051507
YOR222W	YPL127C	0.0515
YDL181W	YOR314W	0.051494
YNL036W	tV(AAC)G2	0.051481
YDR241W	YAL045C	0.051475
YPL003W	YAL067C	0.051457
YIR038C	YLR178C	0.051451
YAR064W	snR35	0.051441
YDL247W	YHL049C	0.051431
YIR025W	YOL054W	0.051424
YBR169C	YGR138C	0.051418
YPR113W	YNR036C	0.051415
YBL093C	YLR099C	0.051407
YBR196C	YDR193W	0.051386
YOR010C	YBR301W	0.051379
YLR008C	YDR357C	0.051374
YNL284C-A	RUF22	0.051368
YJL133C-A	YPR158C-D	0.051363
YLR363W-A	YAR047C	0.05136
YNL242W	YNR066C	0.05135
YIL100C-A	tR(ACG)D	0.051342
YDR062W	YER165W	0.05133
YKL083W	YNL174W	0.05133
YDL244W	YOR366W	0.051328
YNL017C	YOL019W-A	0.051323
YOR325W	YHL049C	0.051319
YLR284C	YBL003C	0.051306
YJR120W	YDR510C-A	0.051301
YDR452W	YML110C	0.0513
YDR298C	YKL085W	0.051299
YNL085W	YDR023W	0.051298
YLR296W	YPL027W	0.051297
YGR146C	YPL088W	0.051296
YEL066W	YCL021W-A	0.051294
YJL110C	YDL062W	0.051287
YPL209C	YBR190W	0.051272
YGL208W	YGL037C	0.051262
YML131W	YGR180C	0.051259
YDR222W	YGR138C	0.051243
YBR261C	YGR203W	0.051242
YHL009W-B	YJL114W	0.051236
YMR291W	YJR115W	0.051234
YGR102C	YLR353W	0.051232
YCR021C	tT(AGU)I1	0.051229
YNL277W-A	tI(AAU)P2	0.051221
snR68	tS(GCU)O	0.051207
YML099C	YHR202W	0.051202
YPR016W-A	tG(CCC)O	0.0512
YGR034W	YPL220W	0.051196
YDR025W	YJR145C	0.051196
YLR102C	YNL138W-A	0.05119
YCR107W	YFL046W	0.051183
YEL048C	YBR028C	0.051177
YNL102W	YMR076C	0.051174
YPL156C	YDL010W	0.05117
YAL009W	YIL156W-B	0.051169
YBR052C	YDR284C	0.051168
YJR078W	YHL009W-A	0.051158
YMR158C-A	tM(CAU)D	0.051152
YKR093W	snR63	0.051146
YKL138C-A	YLR171W	0.051132
YEL002C	YLR447C	0.051121
YJL063C	YGL068W	0.051117
YDL021W	YOL099C	0.05111
YHR175W-A	YDR183C-A	0.051109
YHL040C	YDR270W	0.051102
YDL200C	YPR196W	0.051095
YDR340W	tE(UUC)C	0.051088
YCR005C	YHR215W	0.051066
YJL067W	YER046W	0.051065
YFR006W	YKR093W	0.051062
YNL224C	YOR022C	0.051058
YCR072C	YJL069C	0.051051
YNR050C	YMR173W	0.051036
YOR374W	YDR277C	0.051029
YAL063C-A	snR190	0.051023
YJL003W	YJL004C	0.051022
YOR214C	YJL135W	0.051019
YOR220W	YMR034C	0.051011
YJR149W	tG(GCC)M	0.051008
YNL166C	YOR168W	0.050999
YGR082W	YGR035W-A	0.050987
YDL120W	YFL015C	0.050967
YBR295W	YAL064W-B	0.05096
YBR294W	YOL101C	0.050956
YHR122W	YDR263C	0.050953
YOR365C	YLL046C	0.050953
YBL106C	YGR131W	0.050945
YGL217C	YLR463C	0.050932
YOL138C	YDR349C	0.050932
YMR258C	YLR080W	0.050932
YOL010W	YLR063W	0.050931
YHL025W	YJR104C	0.05093
YMR230W-A	tA(AGC)K2	0.050923
YMR226C	YPR198W	0.05091
YGR060W	YNL111C	0.050904
YGR198W	YEL031W	0.050903
YOR392W	YDL244W	0.050901
YKR023W	YDR514C	0.050874
YPR010C-A	YHR001W-A	0.050866
YNR066C	YDL245C	0.050855
YLR438C-A	YFL038C	0.050853
YPR156C	YPR168W	0.05084
YPL050C	YBR127C	0.050836
YIR027C	YOL165C	0.050831
YLR101C	YJL067W	0.05083
YCL014W	YJR092W	0.050813
YGR136W	YJL066C	0.050813
YOR247W	YCL043C	0.050805
YGR070W	YJL099W	0.050803
YLL013C	YAL040C	0.050802
YLR366W	YOR314W-A	0.050795
YJL151C	YLR232W	0.050795
YMR284W	YHL010C	0.050781
YKR042W	YJR104C	0.050779
YFR047C	YDR487C	0.050771
YBR052C	YHR016C	0.050768
YNL114C	YJL064W	0.050766
YNL036W	tL(UAG)L1	0.050766
YDR482C	YBL006C	0.050749
YJL047C-A	snR56	0.050741
YFL021C-A	YHR125W	0.050735
YIR017C	YPL281C	0.050719
YDR529C	YBL045C	0.050714
YLR361C-A	YKL044W	0.050707
YNL279W	YJR158W	0.050704
YIL126W	YMR033W	0.050693
YCR066W	YDR107C	0.050689
YHR190W	YOR050C	0.050688
YJL160C	YJL222W	0.050683
YDR526C	YDL062W	0.050673
YJR093C	YGL051W	0.050664
YBL100W-B	YDR210W-B	0.050657
YDR505C	YFL013C	0.050651
YIL098C	YHR116W	0.050649
YLR265C	YPR021C	0.05064
YKL194C	YHL030W	0.050633
YMR193C-A	YDR102C	0.050619
YLL063C	YFL019C	0.050617
YNL327W	YNL078W	0.050594
YEL030W	YNR063W	0.050593
YOR314W	YJR029W	0.050587
YIL143C	YHR202W	0.050584
YNL238W	YOR140W	0.050584
YDR299W	YMR179W	0.050576
YGL001C	YNL305C	0.050573
YPR010C-A	YDR377W	0.050572
YKL148C	YDR077W	0.050565
YKR012C	YGL132W	0.050557
YNR053C	YHR066W	0.050542
YHR015W	YJL038C	0.05054
YNL301C	YBR085W	0.050522
YLL047W	tQ(UUG)D3	0.050522
tY(GUA)O	YDL007C-A	0.050521
YKR024C	YNL299W	0.050518
YAL024C	YCL024W	0.050508
YOR172W	YMR224C	0.050504
YDL085W	YJR029W	0.0505
YOR309C	tI(AAU)L2	0.050497
YGR175C	YPR145C-A	0.050494
YLR131C	YJL195C	0.050475
YKL206C	YMR071C	0.05046
YLR437C	YLR099W-A	0.05046
YCL007C	YLR147C	0.050459
YOR289W	YLR108C	0.050458
YOR170W	YDR048C	0.050456
YBR255C-A	YIL111W	0.050456
YDR370C	YHL022C	0.050453
YDR257C	YIL090W	0.050451
YMR291W	YKR091W	0.050449
YKL142W	YGL053W	0.050449
YJR113C	YJL043W	0.050446
YPR132W	YER009W	0.050443
YBL100W-B	YLR410W-B	0.050439
YOR065W	YNL057W	0.050435
tA(UGC)E	YJR029W	0.050435
YBL071C	tK(UUU)L	0.050429
YOL058W	YHR071W	0.050425
YBR294W	YPR167C	0.050418
YLR299W	YNL183C	0.050404
YLR378C	YIL041W	0.050395
YDR084C	YCR075W-A	0.050392
YLR027C	YHR122W	0.05039
YBR293W	YPR026W	0.050383
YHR066W	YPR137W	0.050372
YJL083W	YNL223W	0.050356
YOR348C	YCL025C	0.050353
YLR430W	YPR071W	0.050347
YEL049W	YCL074W	0.050336
YDR309C	YHR033W	0.050334
YKR061W	YGL177W	0.050323
YLR270W	YLR080W	0.050317
YNR074C	YJL120W	0.050317
YBR126C	YGR008C	0.050311
YLR136C	YDR261W-B	0.050303
YGR161C	YOR062C	0.050298
YOR206W	YKR056W	0.050286
YML034C-A	YGR161W-B	0.050277
YOR277C	YKL136W	0.050255
YOR289W	tD(GUC)L2	0.050251
YKL023W	YIL055C	0.050246
YKL172W	YGR152C	0.050236
YKR057W	YBR010W	0.050222
YDL148C	YGR145W	0.05021
YOR035C	YDL113C	0.050205
YGR106C	YBL040C	0.050204
YGL187C	YGR164W	0.050203
YJR078W	YDR525W-A	0.0502
YLR063W	YDR098C-B	0.050197
YLR090W	YIR018W	0.050194
YGL255W	YNL066W	0.050193
YLR295C	YAR018C	0.050191
YKR077W	YOR025W	0.050187
YER185W	YCR007C	0.050182
YHR096C	YHR139C	0.050174
YBR092C	YPL187W	0.050174
YMR306W	YIR039C	0.050158
YDR509W	YHR182C-A	0.050158
YEL063C	YJL028W	0.050136
YOL066C	YML058W	0.050134
YGL096W	YFR052C-A	0.050118
YBR296C-A	tQ(CUG)M	0.050111
YEL071W	YGR286C	0.05011
YOL117W	YGL146C	0.05009
YDL130W	YPL261C	0.050085
